max_growth,k_val,mets,min,max,mean
0.8966,0.009398937,suchms,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,phpyr,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,tmao,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,tma,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,e4p,9.42E-06,9.80E-06,9.61E-06
0.8966,0.009398937,2dda7p,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,nac,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,1pyr5c,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,f1p,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,N1aspmd,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,rhcys,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,dhptd,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,3dhgulnp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,xu5p__L,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,n8aspmd,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,dtdp4addg,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,dtdp4aaddg,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,23doguln,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,3dhguln,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,tre,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,betald,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,glyb,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,maltpt,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,maltttr,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,fmnh2,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,melib,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,fcl__L,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,fc1p,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,udpg,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,26dap__M,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,uamag,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,ugmd,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,uama,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,glu__D,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,urdglyc,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,dctp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,dcmp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,op4en,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,4h2opntn,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,pro__L,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,3hpppn,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,gdpmann,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,gdpddman,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,ala_B,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,alaala,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,dcyt,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,dann,3.48E-06,4.16E-06,3.82E-06
0.8966,0.009398937,dtbt,1.00E-06,1.03E-06,1.02E-06
0.8966,0.009398937,dutp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,u3aga,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,u3hga,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,acmana,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,acmanap,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,histd,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,his__L,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,aspsa,1.00E-06,1.00E-06,1.00E-06
0.8966,0.009398937,gam1p,1.00E-06,1.04E-06,1.02E-06
0.8966,0.009398937,gar,5.74E-06,6.31E-06,6.02E-06
0.8966,0.009398937,fgam,1.49E-05,1.61E-05,1.55E-05
0.8966,0.009398937,eig3p,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,imacp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,glucys,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,prbatp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,prbamp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,pram,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,acser,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,dnad,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,pap,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,paps,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,so3,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,lys__L,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,no2,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,g3pc,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,chol,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,g3pe,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,etha,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,34hpp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,ascb6p,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,adocbip,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,agdpcbi,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,prfp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,adocbl,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,adocbi,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,thmpp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,hkndd,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,dxyl,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,sucorn,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,sucgsa,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,hkntd,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,2pg,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,ppcoa,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,ppap,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,g3pi,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,inost,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,phthr,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,5aop,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,ppbng,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,23dhba,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,seramp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,enter,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,man6pglyc,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,oxur,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,fpram,1.00E-06,1.01E-06,1.00E-06
0.8966,0.009398937,acmum6p,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,lac__D,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,man1p,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,3php,1.00E-06,1.00E-06,1.00E-06
0.8966,0.009398937,pser__L,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,ap4a,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,ap5a,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,camp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,air,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,5caiz,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,mi1p__D,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,2mcit,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,taur,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,aacald,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,kdo2lipid4,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,3c3hmp,5.20E-06,5.44E-06,5.32E-06
0.8966,0.009398937,2dhp,1.00E-06,1.12E-06,1.06E-06
0.8966,0.009398937,malttr,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,malt,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,malthc,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,o2s,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,acnam,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,thm,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,udpglcur,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,glcr,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,pppn,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,uacmam,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,uacmamu,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,lald__L,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,lac__L,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,btnso,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,btn,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,cyst__L,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,unaga,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,unagamu,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,2dh3dgal,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,2dh3dgal6p,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,arbt6p,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,hqn,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,3hcinnm,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,pac,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,phaccoa,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,gp4g,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,dtdp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,unagamuf,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,ahdt,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,isetac,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,gcald,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,2dr5p,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,dhpt,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,acgam,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,5mthf,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,iasp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,ethso3,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,aragund,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,garagund,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,5aizc,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,25aics,2.06E-05,2.19E-05,2.13E-05
0.8966,0.009398937,23dhbzs,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,23dhb,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,mal__D,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,ly_L,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,xylu__L,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,gg4abut,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,sulfac,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,datp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,ditp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,icolipa,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,gicolipa,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,fe3,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,fe2,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,no,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,no3,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,ggagicolipa,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,gggagicolipa,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,colipa,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,n2o,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,anhm4p,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,anhm3p,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,acanth,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,metsoS__L,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,metsoR__L,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,23dappa,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,cgly,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,rbflvrd,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,mso3,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,fald,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,LalaLglu,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,r1p,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,r15bp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,pmtcoa,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,hdca,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,ppgpp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,35cgmp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,ggptrc,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,itp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,sarcs,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,xtp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,dimp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,all__D,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,all6p,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,aso4,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,aso3,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,gthoc,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,ragund,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,gfgaragund,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,o16aund,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,anhgm4p,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,anhgm3p,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,mmet,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,acglu,0.000132825,0.000133176,1.33E-04
0.8966,0.009398937,acg5p,1.00E-06,1.00E-06,1.00E-06
0.8966,0.009398937,lald__D,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,12ppd__R,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,glcn,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,rml,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,rml1p,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,pydam,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,15dap,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,hisp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,sl2a6o,1.00E-06,1.00E-06,1.00E-06
0.8966,0.009398937,acon_T,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,aconm,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,seln,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,selnp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,Nmtrp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,dgdp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,skm,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,skm5p,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,dmbzid,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,athr__L,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,5mtr,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,pant__R,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,galct__D,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,udpLa4o,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,mmcoa__S,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,udpLa4n,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,udpLa4fn,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,uLa4fn,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,lipa,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,hlipa,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,2mcacn,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,acetol,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,hhlipa,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,phphhlipa,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,kphphhlipa,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,gagicolipa,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,phhlipa,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,hphhlipa,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,3sala,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,so2,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,dad_5,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,ppp9,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,sbzcoa,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,cys__D,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,idp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,g3pg,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,2agpe180,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,ocdca,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,2agpe160,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,pe160,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,galctn__D,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,malthp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,2agpg180,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,dscl,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,pg180,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,2agpg160,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,pg160,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,cdpdodecg,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,pgp180,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,3pg,0.000301536,0.000302028,3.02E-04
0.8966,0.009398937,stcoa,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,2agpg140,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,pg140,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,apg140,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,apg160,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,apg180,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,occoa,0.00033147,0.000332134,3.32E-04
0.8966,0.009398937,octa,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,pg161,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,cpg160,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,pe180,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,2agpe140,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,progly,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,ser__D,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,ggbutal,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,2tpr3dpcoa,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,2ombzl,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,2ommbl,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,g3ps,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,2doxg6p,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,2dglc,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,oxam,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,pa140,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,cdpdtdecg,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,pa180,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,5drib,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,Sfglutth,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,dhna,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,ps180,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,ps160,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,cdpdhdec9eg,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,pgp161,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,pgp160,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,xdp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,1odec11eg3p,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,octeACP,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,ACP,1.00E-06,1.11E-06,1.06E-06
0.8966,0.009398937,pa181,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,1tdec7eg3p,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,tdeACP,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,pa141,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,1hdec9eg3p,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,hdeACP,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,pa161,1.00E-06,1.11E-06,1.06E-06
0.8966,0.009398937,didp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,ctbt,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,ctbtcoa,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,crn__D,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,crnDcoa,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,tartr__D,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,crn,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,crncoa,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,oxalcoa,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,forcoa,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,galctn__L,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,tagur,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,mdhdhf,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,mththf,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,slnt,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,dgslnt,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,2fe1s,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,sufbcd,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,sufsesh,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,sufbcd_2fe2s,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,sufse,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,3amac,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,msa,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,5pg35pg,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,mpt,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,mptamp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,cdg,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,preq0,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,sel,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,preq1,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,2fe2s,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,cph4,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,cbm,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,iscu_2fe2s,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,iscu,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,2oxpaccoa,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,3oxdhscoa,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,3hpp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,methf,1.00E-06,1.05E-06,1.03E-06
0.8966,0.009398937,5fthf,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,ocACP,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,octapb,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,lipoate,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,lipoamp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,2sephchc,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,oxadpcoa,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,uracp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,poaac,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,b2coa,1.00E-06,1.02E-06,1.01E-06
0.8966,0.009398937,btcoa,0.000314123,0.000314919,3.15E-04
0.8966,0.009398937,na15dap,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,athtp,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,glyc2p,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,S2hglut,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,dhptdn,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,thptdn,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,rbl__D,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,mercppyr,1.00E-06,1.24E-06,1.12E-06
0.8966,0.009398937,iscssh,1.00E-06,1.24E-06,1.12E-06
